ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,CU
Chimila-36_cut-1,,Chimila,36_cut,'ukkwa,'ukkwa,'u/u k w a,,constenla2005,341,,^ 'u kk w a $,Chimila,
Chibcha-36_cut-1,,Chibcha,36_cut,kɨhɨtɨ,kɨhɨtɨ,k ɨ h ɨ t ɨ,,constenla2005,342,,^ k ɨ h ɨ t ɨ $,Chibcha,
CentralTunebo-36_cut-1,,CentralTunebo,36_cut,kwi'ki,kwi'ki,k w i 'k/k i,,constenla2005,343,,^ k w i 'k i $,CentralTunebo,
Bari-36_cut-1,,Bari,36_cut,a:kd,a:kd,aː k d,,constenla2005,331,,^ a: k d $,Bari,c
LencaSalvador-2_bark-1,,LencaSalvador,2_bark,ts'ats'a,ts'ats'a,t s 'a/a t s 'a/a,,constenla2005,344,,^ t s 'a t s 'a $,LencaSalvador,
LencaHonduras-2_bark-1,,LencaHonduras,2_bark,jos,jos,j o s,,constenla2005,345,,^ j o s $,LencaHonduras,
Cacaopera-2_bark-1,,Cacaopera,2_bark,kuta,kuta,k u t a,,constenla2005,346,,^ k u t a $,Cacaopera,a
Mayangna-2_bark-1,,Mayangna,2_bark,utak,utak,u t a k,,constenla2005,346,,^ u t a k $,Mayangna,a
Ulwa-2_bark-1,,Ulwa,2_bark,utak,utak,u t a k,,constenla2005,346,,^ u t a k $,Ulwa,a
Miskito-2_bark-1,,Miskito,2_bark,taja,taja,t a j a,,constenla2005,347,,^ t a j a $,Miskito,
Pech-2_bark-1,,Pech,2_bark,kã́wã̀,kã́wã̀,k ã́/ã w ã̀/ã,,constenla2005,348,,^ k ã́ w ã̀ $,Pech,
Rama-2_bark-1,,Rama,2_bark,u:k,u:k,uː k,,constenla2005,349,,^ u: k $,Rama,b
MalekuJaika-2_bark-1,,MalekuJaika,2_bark,leki:,leki:,l e k iː,,constenla2005,350,,^ l e k i: $,MalekuJaika,
Boruca-2_bark-1,,Boruca,2_bark,kuáʔs,kuáʔs,k u á/a ʔ s,,constenla2005,349,,^ k u á ʔ s $,Boruca,b
Bribri-2_bark-1,,Bribri,2_bark,axkuʊ́,axkuʊ́,a x k u ʊ́/ʊ,,constenla2005,349,,^ a x k u ʊ́ $,Bribri,b
Cabecar-2_bark-1,,Cabecar,2_bark,hkuʊ́,hkuʊ́,h k u ʊ́/ʊ,,constenla2005,349,,^ h k u ʊ́ $,Cabecar,b
Teribe-2_bark-1,,Teribe,2_bark,kuótà,kuótà,k u ó/o t à/a,,constenla2005,349,,^ k u ó t à $,Teribe,b
Ngabere-2_bark-1,,Ngabere,2_bark,kwata,kwata,k w a t a,,constenla2005,349,,^ k w a t a $,Ngabere,b
Buglere-2_bark-1,,Buglere,2_bark,kwaɾa,kwaɾa,k w a ɾ a,,constenla2005,349,,^ k w a ɾ a $,Buglere,b
Dorasque-2_bark-1,,Dorasque,2_bark,ugá,ugá,u g á/a,,constenla2005,349,,^ u g á $,Dorasque,b
SanBlasKuna-2_bark-1,,SanBlasKuna,2_bark,ukka,ukka,u k a,,constenla2005,349,,^ u kk a $,SanBlasKuna,b
Cogui-2_bark-1,,Cogui,2_bark,huba,huba,h u b a,,constenla2005,351,,^ h u b a $,Cogui,c
Arhuaco-2_bark-1,,Arhuaco,2_bark,'zomɨ,'zomɨ,'z/z o m ɨ,,constenla2005,352,,^ 'z o m ɨ $,Arhuaco,ch
Malayo-2_bark-1,,Malayo,2_bark,ʒoma,ʒoma,ʒ o m a,,constenla2005,352,,^ ʒ o m a $,Malayo,ch
Chimila-2_bark-1,,Chimila,2_bark,ma:nta,ma:nta,m aː n t a,,constenla2005,353,,^ m a: n t a $,Chimila,
Chibcha-2_bark-1,,Chibcha,2_bark,huka,huka,h u k a,,constenla2005,349,,^ h u k a $,Chibcha,b
CentralTunebo-2_bark-1,,CentralTunebo,2_bark,u'ma,u'ma,u 'm/m a,,constenla2005,351,,^ u 'm a $,CentralTunebo,c
Bari-2_bark-1,,Bari,2_bark,aɨksu,aɨksu,a ɨ k s u,,constenla2005,354,,^ a ɨ k s u $,Bari,
LencaSalvador-83_four-1,,LencaSalvador,83_four,sa,sa,s a,,constenla2005,355,,^ s a $,LencaSalvador,
LencaHonduras-83_four-1,,LencaHonduras,83_four,aɾia,aɾia,a ɾ i a,,constenla2005,356,,^ a ɾ i a $,LencaHonduras,a
Cacaopera-83_four-1,,Cacaopera,83_four,butaru,butaru,b u t a r u,,constenla2005,357,,^ b u t a r u $,Cacaopera,
Mayangna-83_four-1,,Mayangna,83_four,arunka,arunka,a r u n k a,,constenla2005,356,,^ a r u n k a $,Mayangna,a
Ulwa-83_four-1,,Ulwa,83_four,arunka,arunka,a r u n k a,,constenla2005,356,,^ a r u n k a $,Ulwa,a
Miskito-83_four-1,,Miskito,83_four,walhwal,walhwal,w a l h w a l,,constenla2005,358,,^ w a l h w a l $,Miskito,
Pech-83_four-1,,Pech,83_four,kàh,kàh,k à/a h,,constenla2005,359,,^ k à h $,Pech,
Rama-83_four-1,,Rama,83_four,kunkunbi,kunkunbi,k u n k u n b i,,constenla2005,360,,^ k u n k u n b i $,Rama,
MalekuJaika-83_four-1,,MalekuJaika,83_four,pake:kiri:,pake:kiri:,p a k eː k i r iː,,constenla2005,361,,^ p a k e: k i r i: $,MalekuJaika,b
Boruca-83_four-1,,Boruca,83_four,báxkàŋ,báxkàŋ,b á/a x k à/a ŋ,,constenla2005,361,,^ b á x k à ŋ $,Boruca,b
Bribri-83_four-1,,Bribri,83_four,tkɪ,tkɪ,t k ɪ,,constenla2005,361,,^ t k ɪ $,Bribri,b
Cabecar-83_four-1,,Cabecar,83_four,tki,tki,t k i,,constenla2005,361,,^ t k i $,Cabecar,b
Teribe-83_four-1,,Teribe,83_four,bkíŋ,bkíŋ,b k í/i ŋ,,constenla2005,361,,^ b k í ŋ $,Teribe,b
Ngabere-83_four-1,,Ngabere,83_four,bɔkɔ,bɔkɔ,b ɔ k ɔ,,constenla2005,361,,^ b ɔ k ɔ $,Ngabere,b
Buglere-83_four-1,,Buglere,83_four,baga,baga,b a g a,,constenla2005,361,,^ b a g a $,Buglere,b
Dorasque-83_four-1,,Dorasque,83_four,paka,paka,p a k a,,constenla2005,361,,^ p a k a $,Dorasque,b
SanBlasKuna-83_four-1,,SanBlasKuna,83_four,pakke,pakke,p a k e,,constenla2005,361,,^ p a kk e $,SanBlasKuna,b
Cogui-83_four-1,,Cogui,83_four,ma'keua,ma'keua,m a 'k/k e u a,,constenla2005,361,,^ m a 'k e u a $,Cogui,b
Arhuaco-83_four-1,,Arhuaco,83_four,maʔ'keiwa,maʔ'keiwa,m a ʔ 'k/k e i w a,,constenla2005,361,,^ m a ʔ 'k e i w a $,Arhuaco,b
Malayo-83_four-1,,Malayo,83_four,makegwa,makegwa,m a k e g w a,,constenla2005,361,,^ m a k e g w a $,Malayo,b
Chimila-83_four-1,,Chimila,83_four,bridʒeʔe,bridʒeʔe,b r i dʒ e ʔ e,,constenla2005,362,,^ b r i dʒ e ʔ e $,Chimila,
Chibcha-83_four-1,,Chibcha,83_four,mɨhɨka,mɨhɨka,m ɨ h ɨ k a,,constenla2005,361,,^ m ɨ h ɨ k a $,Chibcha,b
CentralTunebo-83_four-1,,CentralTunebo,83_four,ba'kaja,ba'kaja,b 'a/a k a j a,,constenla2005,361,,^ b a' k a j a $,CentralTunebo,b
Bari-83_four-1,,Bari,83_four,asanikdãɪ̃,asanikdãɪ̃,a s a n i k d ã ɪ̃,,constenla2005,363,,^ a s a n i k d ã ɪ̃ $,Bari,
LencaSalvador-84_neck-1,,LencaSalvador,84_neck,t'aNt'aN,t'aNt'aN,t 'a/a n t 'a/a n,,constenla2005,364,,^ t 'a N t 'a N $,LencaSalvador,
LencaHonduras-84_neck-1,,LencaHonduras,84_neck,sala,sala,s a l a,,constenla2005,365,,^ s a l a $,LencaHonduras,
Cacaopera-84_neck-1,,Cacaopera,84_neck,tsaw,tsaw,t s a w,,constenla2005,366,,^ t s a w $,Cacaopera,
Mayangna-84_neck-1,,Mayangna,84_neck,dimak,dimak,d i m a k,,constenla2005,367,,^ d i m a k $,Mayangna,
Ulwa-84_neck-1,,Ulwa,84_neck,ma:mak,ma:mak,m aː m a k,,constenla2005,368,,^ m a: m a k $,Ulwa,
Miskito-84_neck-1,,Miskito,84_neck,nana,nana,n a n a,,constenla2005,369,,^ n a n a $,Miskito,a
Pech-84_neck-1,,Pech,84_neck,táwásã́,táwásã́,t á/a w á/a s ã́/ã,,constenla2005,370,,^ t á w á s ã́ $,Pech,
Rama-84_neck-1,,Rama,84_neck,ki:ŋkat,ki:ŋkat,k iː ŋ k a t,,constenla2005,371,,^ k i: ŋ k a t $,Rama,
MalekuJaika-84_neck-1,,MalekuJaika,84_neck,ko:lo,ko:lo,k oː l o,,constenla2005,372,,^ k o: l o $,MalekuJaika,b
Boruca-84_neck-1,,Boruca,84_neck,ìŋsá,ìŋsá,ì/i ŋ s á/a,,constenla2005,373,,^ ì ŋ s á $,Boruca,
Bribri-84_neck-1,,Bribri,84_neck,kuɺǐʔ,kuɺǐʔ,k u ɺ ǐ/i ʔ,,constenla2005,374,,^ k u ɺ ǐ ʔ $,Bribri,c
Cabecar-84_neck-1,,Cabecar,84_neck,kulí,kulí,k u l í/i,,constenla2005,374,,^ k u l í $,Cabecar,c
Teribe-84_neck-1,,Teribe,84_neck,bɪ̀ŋdó,bɪ̀ŋdó,b ɪ̀/ɪ ŋ d ó/o,,constenla2005,375,,^ b ɪ̀ ŋ d ó $,Teribe,
Ngabere-84_neck-1,,Ngabere,84_neck,ɾɔɾɔ,ɾɔɾɔ,ɾ ɔ ɾ ɔ,,constenla2005,369,,^ ɾ ɔ ɾ ɔ $,Ngabere,a
Buglere-84_neck-1,,Buglere,84_neck,siɾoska,siɾoska,s i ɾ o s k a,,constenla2005,376,,^ s i ɾ o s k a $,Buglere,
Dorasque-84_neck-1,,Dorasque,84_neck,polé,polé,p o l é/e,,constenla2005,377,,^ p o l é $,Dorasque,ch
SanBlasKuna-84_neck-1,,SanBlasKuna,84_neck,tukkarwala,tukkarwala,t u k a r w a l a,,constenla2005,378,,^ t u kk a r w a l a $,SanBlasKuna,
Cogui-84_neck-1,,Cogui,84_neck,'gagla,'gagla,'g/g a g l a,,constenla2005,372,,^ 'g a g l a $,Cogui,b
Arhuaco-84_neck-1,,Arhuaco,84_neck,'gaʔnɨ,'gaʔnɨ,'g/g a ʔ n ɨ,,constenla2005,372,,^ 'g a ʔ n ɨ $,Arhuaco,b
Malayo-84_neck-1,,Malayo,84_neck,'gana,'gana,'g/g a n a,,constenla2005,372,,^ 'g a n a $,Malayo,b
Chimila-84_neck-1,,Chimila,84_neck,'ɾuggwaʔ,'ɾuggwaʔ,'ɾ/ɾ u g w a ʔ,,constenla2005,379,,^ 'ɾ u gg w a ʔ $,Chimila,
Chibcha-84_neck-1,,Chibcha,84_neck,gɨ,gɨ,g ɨ,,constenla2005,372,,^ g ɨ $,Chibcha,b
CentralTunebo-84_neck-1,,CentralTunebo,84_neck,'jaʔnkukaɾa,'jaʔnkukaɾa,'j/j a ʔ n k u k a ɾ a,,constenla2005,380,,^ 'j a ʔ n k u k a ɾ a $,CentralTunebo,
Bari-84_neck-1,,Bari,84_neck,bo:,bo:,b oː,,constenla2005,377,,^ b o: $,Bari,ch
LencaSalvador-73_give-1,,LencaSalvador,73_give,mik,mik,m i k,,constenla2005,381,,^ m i k $,LencaSalvador,a
LencaHonduras-73_give-1,,LencaHonduras,73_give,jaɾ,jaɾ,j a ɾ,,constenla2005,382,,^ j a ɾ $,LencaHonduras,
Cacaopera-73_give-1,,Cacaopera,73_give,a,a,a,,constenla2005,383,,^ a $,Cacaopera,b
Mayangna-73_give-1,,Mayangna,73_give,a:,a:,aː,,constenla2005,383,,^ a: $,Mayangna,b
Ulwa-73_give-1,,Ulwa,73_give,a:,a:,aː,,constenla2005,383,,^ a: $,Ulwa,b
Miskito-73_give-1,,Miskito,73_give,k,k,k,,constenla2005,384,,^ k $,Miskito,
Pech-73_give-1,,Pech,73_give,ã̀h,ã̀h,ã̀/ã h,,constenla2005,383,,^ ã̀ h $,Pech,b
Rama-73_give-1,,Rama,73_give,taŋ,taŋ,t a ŋ,,constenla2005,385,,^ t a ŋ $,Rama,c
MalekuJaika-73_give-1,,MalekuJaika,73_give,ta:,ta:,t aː,,constenla2005,385,,^ t a: $,MalekuJaika,c
Boruca-73_give-1,,Boruca,73_give,dóʔ,dóʔ,d ó/o ʔ,,constenla2005,386,,^ d ó ʔ $,Boruca,ch
Bribri-73_give-1,,Bribri,73_give,abẽ,abẽ,a b ẽ,,constenla2005,387,,^ a b ẽ $,Bribri,d
Cabecar-73_give-1,,Cabecar,73_give,bẽ,bẽ,b ẽ,,constenla2005,387,,^ b ẽ $,Cabecar,d
Teribe-73_give-1,,Teribe,73_give,sɪ́ŋ,sɪ́ŋ,s ɪ́/ɪ ŋ,,constenla2005,388,,^ s ɪ́ ŋ $,Teribe,
Ngabere-73_give-1,,Ngabere,73_give,bĩ,bĩ,b ĩ,,constenla2005,387,,^ b ĩ $,Ngabere,d
Buglere-73_give-1,,Buglere,73_give,kete,kete,k e t e,,constenla2005,389,,^ k e t e $,Buglere,
Dorasque-73_give-1,,Dorasque,73_give,do,do,d o,,constenla2005,386,,^ d o $,Dorasque,ch
SanBlasKuna-73_give-1,,SanBlasKuna,73_give,ukke,ukke,u k e,,constenla2005,390,,^ u kk e $,SanBlasKuna,
Cogui-73_give-1,,Cogui,73_give,a'kau,a'kau,a 'k/k a u,,constenla2005,391,,^ a 'k a u $,Cogui,e
Arhuaco-73_give-1,,Arhuaco,73_give,aʔ'wes,aʔ'wes,a ʔ 'w/w e s,,constenla2005,392,,^ a ʔ 'w e s $,Arhuaco,
Malayo-73_give-1,,Malayo,73_give,akau,akau,a k a u,,constenla2005,391,,^ a k a u $,Malayo,e
Chimila-73_give-1,,Chimila,73_give,seʔdʒdʒaʔ,seʔdʒdʒaʔ,s e ʔ dʒ dʒ a ʔ,,constenla2005,393,,^ s e ʔ dʒ dʒ a ʔ $,Chimila,
Chibcha-73_give-1,,Chibcha,73_give,nɨ,nɨ,n ɨ,,constenla2005,385,,^ n ɨ $,Chibcha,c
CentralTunebo-73_give-1,,CentralTunebo,73_give,'wik,'wik,'w/w i k,,constenla2005,381,,^ 'w i k $,CentralTunebo,a
Bari-73_give-1,,Bari,73_give,ina,ina,i n a,,constenla2005,385,,^ i n a $,Bari,c
LencaSalvador-82_say-1,,LencaSalvador,82_say,aj,aj,a j,,constenla2005,394,,^ a j $,LencaSalvador,a
LencaHonduras-82_say-1,,LencaHonduras,82_say,aj,aj,a j,,constenla2005,394,,^ a j $,LencaHonduras,a
Cacaopera-82_say-1,,Cacaopera,82_say,na,na,n a,,constenla2005,395,,^ n a $,Cacaopera,
Mayangna-82_say-1,,Mayangna,82_say,at,at,a t,,constenla2005,396,,^ a t $,Mayangna,b
Ulwa-82_say-1,,Ulwa,82_say,at,at,a t,,constenla2005,396,,^ a t $,Ulwa,b
Miskito-82_say-1,,Miskito,82_say,wi,wi,w i,,constenla2005,397,,^ w i $,Miskito,
Pech-82_say-1,,Pech,82_say,tìʔ,tìʔ,t ì/i ʔ,,constenla2005,398,,^ t ì ʔ $,Pech,
Rama-82_say-1,,Rama,82_say,auŋ,auŋ,a u ŋ,,constenla2005,399,,^ a u ŋ $,Rama,
MalekuJaika-82_say-1,,MalekuJaika,82_say,ki:,ki:,k iː,,constenla2005,400,,^ k i: $,MalekuJaika,c
Boruca-82_say-1,,Boruca,82_say,dʒuàk,dʒuàk,dʒ u à/a k,,constenla2005,401,,^ dʒ u à k $,Boruca,ch
Bribri-82_say-1,,Bribri,82_say,dʒɪ,dʒɪ,dʒ ɪ,,constenla2005,400,,^ dʒ ɪ $,Bribri,c
Cabecar-82_say-1,,Cabecar,82_say,dʒɪ,dʒɪ,dʒ ɪ,,constenla2005,400,,^ dʒ ɪ $,Cabecar,c
Teribe-82_say-1,,Teribe,82_say,ɺí,ɺí,ɺ í/i,,constenla2005,402,,^ ɺ í $,Teribe,
Ngabere-82_say-1,,Ngabere,82_say,ŋeɾe,ŋeɾe,ŋ e ɾ e,,constenla2005,403,,^ ŋ e ɾ e $,Ngabere,
Buglere-82_say-1,,Buglere,82_say,dgwenedu,dgwenedu,d g w e n e d u,,constenla2005,404,,^ d g w e n e d u $,Buglere,
SanBlasKuna-82_say-1,,SanBlasKuna,82_say,soke,soke,s o k e,,constenla2005,401,,^ s o k e $,SanBlasKuna,ch
Cogui-82_say-1,,Cogui,82_say,'guaʃ,'guaʃ,'g/g u a ʃ,,constenla2005,401,,^ 'g u a ʃ $,Cogui,ch
Arhuaco-82_say-1,,Arhuaco,82_say,gwak,gwak,g w a k,,constenla2005,401,,^ g w a k $,Arhuaco,ch
Malayo-82_say-1,,Malayo,82_say,gwaʃ,gwaʃ,g w a ʃ,,constenla2005,401,,^ g w a ʃ $,Malayo,ch
Chimila-82_say-1,,Chimila,82_say,dʒakk,dʒakk,dʒ a k,,constenla2005,406,,^ dʒ a kk $,Chimila,
Chibcha-82_say-1,,Chibcha,82_say,gu,gu,g u,,constenla2005,401,,^ g u $,Chibcha,ch
CentralTunebo-82_say-1,,CentralTunebo,82_say,wa'ki,wa'ki,w 'a/a k i,,constenla2005,401,,^ w a' k i $,CentralTunebo,ch
Bari-82_say-1,,Bari,82_say,ib,ib,i b,,constenla2005,407,,^ i b $,Bari,
LencaSalvador-25_tooth-1,,LencaSalvador,25_tooth,neh,neh,n e h,,constenla2005,408,,^ n e h $,LencaSalvador,a
LencaHonduras-25_tooth-1,,LencaHonduras,25_tooth,nek,nek,n e k,,constenla2005,408,,^ n e k $,LencaHonduras,a
Cacaopera-25_tooth-1,,Cacaopera,25_tooth,nini,nini,n i n i,,constenla2005,408,,^ n i n i $,Cacaopera,a
Mayangna-25_tooth-1,,Mayangna,25_tooth,ana,ana,a n a,,constenla2005,409,,^ a n a $,Mayangna,b
Ulwa-25_tooth-1,,Ulwa,25_tooth,ana,ana,a n a,,constenla2005,409,,^ a n a $,Ulwa,b
Miskito-25_tooth-1,,Miskito,25_tooth,napa,napa,n a p a,,constenla2005,409,,^ n a p a $,Miskito,b
Pech-25_tooth-1,,Pech,25_tooth,kĩ́ʔ,kĩ́ʔ,k ĩ́/ĩ ʔ,,constenla2005,410,,^ k ĩ́ ʔ $,Pech,
Rama-25_tooth-1,,Rama,25_tooth,si:k,si:k,s iː k,,constenla2005,408,,^ s i: k $,Rama,a
MalekuJaika-25_tooth-1,,MalekuJaika,25_tooth,oka:,oka:,o k aː,,constenla2005,411,,^ o k a: $,MalekuJaika,c
Boruca-25_tooth-1,,Boruca,25_tooth,síʔ,síʔ,s í/i ʔ,,constenla2005,412,,^ s í ʔ $,Boruca,
Bribri-25_tooth-1,,Bribri,25_tooth,aká,aká,a k á/a,,constenla2005,411,,^ a k á $,Bribri,c
Cabecar-25_tooth-1,,Cabecar,25_tooth,kà,kà,k à/a,,constenla2005,411,,^ k à $,Cabecar,c
Teribe-25_tooth-1,,Teribe,25_tooth,kòuó,kòuó,k ò/o u ó/o,,constenla2005,411,,^ k ò u ó $,Teribe,c
Ngabere-25_tooth-1,,Ngabere,25_tooth,tu,tu,t u,,constenla2005,413,,^ t u $,Ngabere,ch
Buglere-25_tooth-1,,Buglere,25_tooth,dau,dau,d a u,,constenla2005,414,,^ d a u $,Buglere,
Dorasque-25_tooth-1,,Dorasque,25_tooth,su,su,s u,,constenla2005,413,,^ s u $,Dorasque,ch
SanBlasKuna-25_tooth-1,,SanBlasKuna,25_tooth,nukala,nukala,n u k a l a,,constenla2005,413,,^ n u k a l a $,SanBlasKuna,ch
Cogui-25_tooth-1,,Cogui,25_tooth,hu'ala,hu'ala,h u 'a/a l a,,constenla2005,415,,^ h u 'a l a $,Cogui,
Arhuaco-25_tooth-1,,Arhuaco,25_tooth,'kəkkɨ,'kəkkɨ,'k/k ə k ɨ,,constenla2005,416,,^ 'k ə kk ɨ $,Arhuaco,d
Malayo-25_tooth-1,,Malayo,25_tooth,kɨ'kka,kɨ'kka,k ɨ 'k/k a,,constenla2005,416,,^ k ɨ 'kk a $,Malayo,d
Chimila-25_tooth-1,,Chimila,25_tooth,di:,di:,d iː,,constenla2005,408,,^ d i: $,Chimila,a
Chibcha-25_tooth-1,,Chibcha,25_tooth,sika,sika,s i k a,,constenla2005,408,,^ s i k a $,Chibcha,a
CentralTunebo-25_tooth-1,,CentralTunebo,25_tooth,'ɾuʔɾa,'ɾuʔɾa,'ɾ/ɾ u ʔ ɾ a,,constenla2005,417,,^ 'ɾ u ʔ ɾ a $,CentralTunebo,e
Bari-25_tooth-1,,Bari,25_tooth,nunu:,nunu:,n u n uː,,constenla2005,417,,^ n u n u: $,Bari,e
LencaSalvador-14_sleep-1,,LencaSalvador,14_sleep,pa,pa,p a,,constenla2005,418,,^ p a $,LencaSalvador,
LencaHonduras-14_sleep-1,,LencaHonduras,14_sleep,saɾ,saɾ,s a ɾ,,constenla2005,419,,^ s a ɾ $,LencaHonduras,a
Cacaopera-14_sleep-1,,Cacaopera,14_sleep,jabuna,jabuna,j a b u n a,,constenla2005,420,,^ j a b u n a $,Cacaopera,b
Mayangna-14_sleep-1,,Mayangna,14_sleep,kami,kami,k a m i,,constenla2005,421,,^ k a m i $,Mayangna,c
Ulwa-14_sleep-1,,Ulwa,14_sleep,ama,ama,a m a,,constenla2005,421,,^ a m a $,Ulwa,c
Miskito-14_sleep-1,,Miskito,14_sleep,jap,jap,j a p,,constenla2005,420,,^ j a p $,Miskito,b
Pech-14_sleep-1,,Pech,14_sleep,ók,ók,ó/o k,,constenla2005,422,,^ ó k $,Pech,
Rama-14_sleep-1,,Rama,14_sleep,kami,kami,k a m i,,constenla2005,421,,^ k a m i $,Rama,c
MalekuJaika-14_sleep-1,,MalekuJaika,14_sleep,tʃu:xi,tʃu:xi,tʃ uː x i,,constenla2005,423,,^ tʃ u: x i $,MalekuJaika,
Boruca-14_sleep-1,,Boruca,14_sleep,kàb,kàb,k à/a b,,constenla2005,421,,^ k à b $,Boruca,c
Bribri-14_sleep-1,,Bribri,14_sleep,kapɪ,kapɪ,k a p ɪ,,constenla2005,421,,^ k a p ɪ $,Bribri,c
Cabecar-14_sleep-1,,Cabecar,14_sleep,kapɪ,kapɪ,k a p ɪ,,constenla2005,421,,^ k a p ɪ $,Cabecar,c
Teribe-14_sleep-1,,Teribe,14_sleep,pɪ́,pɪ́,p ɪ́/ɪ,,constenla2005,421,,^ p ɪ́ $,Teribe,c
Ngabere-14_sleep-1,,Ngabere,14_sleep,kimɪ̃,kimɪ̃,k i m ɪ̃,,constenla2005,421,,^ k i m ɪ̃ $,Ngabere,c
Buglere-14_sleep-1,,Buglere,14_sleep,gbe,gbe,g b e,,constenla2005,421,,^ g b e $,Buglere,c
Dorasque-14_sleep-1,,Dorasque,14_sleep,kabi,kabi,k a b i,,constenla2005,421,,^ k a b i $,Dorasque,c
SanBlasKuna-14_sleep-1,,SanBlasKuna,14_sleep,kape,kape,k a p e,,constenla2005,421,,^ k a p e $,SanBlasKuna,c
Cogui-14_sleep-1,,Cogui,14_sleep,ka'ba,ka'ba,k a 'b/b a,,constenla2005,421,,^ k a 'b a $,Cogui,c
Arhuaco-14_sleep-1,,Arhuaco,14_sleep,'kəmm,'kəmm,'k/k ə m,,constenla2005,421,,^ 'k ə mm $,Arhuaco,c
Malayo-14_sleep-1,,Malayo,14_sleep,kɨũ,kɨũ,k ɨ ũ,,constenla2005,421,,^ k ɨ ũ $,Malayo,c
Chimila-14_sleep-1,,Chimila,14_sleep,sa:ɾa,sa:ɾa,s aː ɾ a,,constenla2005,419,,^ s a: ɾ a $,Chimila,a
Chibcha-14_sleep-1,,Chibcha,14_sleep,kɨβɨ,kɨβɨ,k ɨ β ɨ,,constenla2005,421,,^ k ɨ β ɨ $,Chibcha,c
CentralTunebo-14_sleep-1,,CentralTunebo,14_sleep,'kami,'kami,'k/k a m i,,constenla2005,421,,^ 'k a m i $,CentralTunebo,c
Bari-14_sleep-1,,Bari,14_sleep,kab,kab,k a b,,constenla2005,421,,^ k a b $,Bari,c
LencaSalvador-3_two-1,,LencaSalvador,3_two,pe,pe,p e,,constenla2005,424,,^ p e $,LencaSalvador,a
LencaHonduras-3_two-1,,LencaHonduras,3_two,pe,pe,p e,,constenla2005,424,,^ p e $,LencaHonduras,a
Cacaopera-3_two-1,,Cacaopera,3_two,buru,buru,b u r u,,constenla2005,424,,^ b u r u $,Cacaopera,a
Mayangna-3_two-1,,Mayangna,3_two,bu,bu,b u,,constenla2005,424,,^ b u $,Mayangna,a
Ulwa-3_two-1,,Ulwa,3_two,bu,bu,b u,,constenla2005,424,,^ b u $,Ulwa,a
Miskito-3_two-1,,Miskito,3_two,wal,wal,w a l,,constenla2005,425,,^ w a l $,Miskito,
Pech-3_two-1,,Pech,3_two,pók,pók,p ó/o k,,constenla2005,424,,^ p ó k $,Pech,a
Rama-3_two-1,,Rama,3_two,puksak,puksak,p u k s a k,,constenla2005,424,,^ p u k s a k $,Rama,a
MalekuJaika-3_two-1,,MalekuJaika,3_two,pauŋka,pauŋka,p a u ŋ k a,,constenla2005,424,,^ p a u ŋ k a $,MalekuJaika,a
Boruca-3_two-1,,Boruca,3_two,búʔk,búʔk,b ú/u ʔ k,,constenla2005,424,,^ b ú ʔ k $,Boruca,a
Bribri-3_two-1,,Bribri,3_two,bʊ,bʊ,b ʊ,,constenla2005,424,,^ b ʊ $,Bribri,a
Cabecar-3_two-1,,Cabecar,3_two,bo,bo,b o,,constenla2005,424,,^ b o $,Cabecar,a
Teribe-3_two-1,,Teribe,3_two,bʊ́,bʊ́,b ʊ́/ʊ,,constenla2005,424,,^ b ʊ́ $,Teribe,a
Ngabere-3_two-1,,Ngabere,3_two,bu,bu,b u,,constenla2005,424,,^ b u $,Ngabere,a
Buglere-3_two-1,,Buglere,3_two,boke,boke,b o k e,,constenla2005,424,,^ b o k e $,Buglere,a
Dorasque-3_two-1,,Dorasque,3_two,mo,mo,m o,,constenla2005,424,,^ m o $,Dorasque,a
SanBlasKuna-3_two-1,,SanBlasKuna,3_two,po:,po:,p oː,,constenla2005,424,,^ p o: $,SanBlasKuna,a
Cogui-3_two-1,,Cogui,3_two,'mauʒua,'mauʒua,'m/m a u ʒ u a,,constenla2005,424,,^ 'm a u ʒ u a $,Cogui,a
Arhuaco-3_two-1,,Arhuaco,3_two,'mouga,'mouga,'m/m o u g a,,constenla2005,424,,^ 'm o u g a $,Arhuaco,a
Malayo-3_two-1,,Malayo,3_two,mowa,mowa,m o w a,,constenla2005,424,,^ m o w a $,Malayo,a
Chimila-3_two-1,,Chimila,3_two,buhna,buhna,b u h n a,,constenla2005,424,,^ b u h n a $,Chimila,a
Chibcha-3_two-1,,Chibcha,3_two,bo,bo,b o,,constenla2005,424,,^ b o $,Chibcha,a
CentralTunebo-3_two-1,,CentralTunebo,3_two,bu'kaja,bu'kaja,b u 'k/k a j a,,constenla2005,424,,^ b u 'k a j a $,CentralTunebo,a
Bari-3_two-1,,Bari,3_two,ĩsãmĩ,ĩsãmĩ,ĩ s ã m ĩ,,constenla2005,426,,^ ĩ s ã m ĩ $,Bari,
LencaSalvador-61_he-1,,LencaSalvador,61_he,inani,inani,i n a n i,,constenla2005,427,,^ i n a n i $,LencaSalvador,a
LencaHonduras-61_he-1,,LencaHonduras,61_he,inan,inan,i n a n,,constenla2005,427,,^ i n a n $,LencaHonduras,a
Cacaopera-61_he-1,,Cacaopera,61_he,'karahi,'karahi,'k/k a r a h i,,constenla2005,428,,^ 'k a r a h i $,Cacaopera,b
